Symbol,Company Name,Market Cap,% Change,Volume,Revenue
BN,Brookfield Corporation,88.28B,-1.26%,1824863,93.22B
CME,CME Group Inc.,87.40B,0.78%,2051532,6.03B
AON,Aon plc,81.63B,0.69%,797530,15.70B
PNC,"The PNC Financial Services Group, Inc.",78.78B,0.68%,1116556,20.77B
SAN,"Banco Santander, S.A.",78.32B,3.64%,2495781,51.32B
AJG,Arthur J. Gallagher & Co.,77.99B,1.04%,1299911,10.93B
PYPL,"PayPal Holdings, Inc.",77.92B,-13.17%,58106078,31.80B
COF,Capital One Financial Corporation,76.29B,-0.39%,2688592,27.40B
USB,U.S. Bancorp,74.02B,1.24%,8242296,25.10B
BMO,Bank of Montreal,71.11B,0.02%,590281,20.84B
COIN,"Coinbase Global, Inc.",70.20B,-1.41%,5867903,5.00B
MFG,"Mizuho Financial Group, Inc.",68.78B,-1.25%,911673,24.39B
NU,Nu Holdings Ltd.,63.93B,1.22%,28449993,5.46B
TFC,Truist Financial Corporation,62.35B,1.05%,4681462,11.41B
BNS,The Bank of Nova Scotia,61.72B,1.44%,1404957,21.16B
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",61.19B,2.98%,1842069,32.26B
ARES,Ares Management Corporation,61.16B,-0.59%,1964532,3.68B
BK,The Bank of New York Mellon Corporation,60.90B,-0.39%,2408946,18.55B
AFL,Aflac Incorporated,59.31B,0.05%,1167039,17.30B
MET,"MetLife, Inc.",58.60B,-0.37%,3079932,71.34B
CM,Canadian Imperial Bank of Commerce,58.13B,2.82%,1084578,16.94B
TRV,"The Travelers Companies, Inc.",55.30B,-0.22%,589447,46.42B
ITUB,Itaú Unibanco Holding S.A.,53.74B,1.61%,29500550,24.30B
BCS,Barclays PLC,52.84B,1.81%,14172873,31.63B
AMP,"Ameriprise Financial, Inc.",51.51B,-0.32%,573054,17.45B
MFC,Manulife Financial Corporation,51.37B,1.33%,1601613,22.27B
ING,ING Groep N.V.,51.36B,2.46%,1884105,19.19B
ALL,The Allstate Corporation,50.54B,-0.58%,904042,62.43B
DFS,Discover Financial Services,49.87B,-0.08%,1365725,15.96B
NDAQ,"Nasdaq, Inc.",46.97B,-0.24%,2660465,7.40B
LYG,Lloyds Banking Group plc,46.53B,1.33%,13638567,24.87B
HOOD,"Robinhood Markets, Inc.",46.48B,1.31%,15968279,2.41B
MSCI,MSCI Inc.,45.41B,0.35%,855665,2.86B
AIG,"American International Group, Inc.",45.36B,-0.52%,1938403,45.30B
NWG,NatWest Group plc,43.00B,1.13%,2339863,18.75B
PRU,"Prudential Financial, Inc.",41.99B,-0.79%,1902807,65.34B
OWL,Blue Owl Capital Inc.,36.80B,-3.11%,6393939,2.16B
DB,Deutsche Bank Aktiengesellschaft,36.76B,0.27%,1579828,29.26B
ACGL,Arch Capital Group Ltd.,34.76B,-0.35%,1782115,16.87B
RJF,"Raymond James Financial, Inc.",33.69B,-0.78%,1084175,13.33B
SLF,Sun Life Financial Inc.,33.15B,1.30%,411726,24.10B
MTB,M&T Bank Corporation,32.76B,1.04%,835525,8.67B
WTW,Willis Towers Watson Public Limited Company,32.26B,-3.13%,1466287,9.93B
HIG,"The Hartford Financial Services Group, Inc.",32.20B,-0.29%,2190366,26.54B
BRO,"Brown & Brown, Inc.",30.29B,0.35%,1506580,4.71B
TW,Tradeweb Markets Inc.,29.69B,-1.47%,879944,1.63B
FCNCA,"First Citizens BancShares, Inc.",29.49B,0.36%,40497,9.33B
FITB,Fifth Third Bancorp,29.39B,0.69%,2758306,7.95B
FCNCO,"First Citizens BancShares, Inc.",29.14B,0.27%,9451,9.33B
STT,State Street Corporation,28.41B,0.21%,1444891,12.93B
LPLA,LPL Financial Holdings Inc.,27.02B,-0.62%,434449,12.11B
TROW,"T. Rowe Price Group, Inc.",25.67B,0.24%,2558571,6.91B
SYF,Synchrony Financial,25.60B,-2.40%,6804036,9.39B
HBAN,Huntington Bancshares Incorporated,24.52B,0.18%,20508150,6.97B
RKT,"Rocket Companies, Inc.",24.28B,-0.16%,3116424,4.30B
IBKR,"Interactive Brokers Group, Inc.",24.11B,-0.89%,1632917,5.19B
BAM,Brookfield Asset Management Ltd.,23.99B,-1.82%,1250758,-
MKL,Markel Group Inc.,23.64B,0.99%,51869,17.42B
IX,ORIX Corporation,23.59B,-0.43%,27441,19.95B
KB,KB Financial Group Inc.,23.50B,2.52%,134167,10.74B
TPG,TPG Inc.,23.37B,-2.20%,1034110,3.41B
WRB,W. R. Berkley Corporation,22.91B,1.29%,1711193,13.64B
RF,Regions Financial Corporation,22.14B,1.29%,4513138,6.60B
PUK,Prudential plc,21.97B,1.71%,939493,10.94B
CBOE,"Cboe Global Markets, Inc.",21.90B,-0.17%,688534,3.96B
NTRS,Northern Trust Corporation,21.83B,0.51%,912953,8.29B
CINF,Cincinnati Financial Corporation,21.20B,-0.95%,677940,12.16B
BBD,Banco Bradesco S.A.,21.15B,0.47%,46241272,13.85B
ERIE,Erie Indemnity Company,21.09B,-0.07%,95489,3.69B
CFG,"Citizens Financial Group, Inc.",20.72B,1.44%,2939065,7.12B
KEY,KeyCorp,19.87B,2.75%,10055278,4.24B
NMR,"Nomura Holdings, Inc.",19.12B,0.16%,660052,12.45B
TRU,TransUnion,19.04B,1.52%,1497110,4.10B
L,Loews Corporation,18.67B,0.48%,390949,17.22B
CRBG,"Corebridge Financial, Inc.",18.66B,0.21%,2110361,15.98B
CG,The Carlyle Group Inc.,18.66B,-3.69%,1953871,4.64B
PFG,"Principal Financial Group, Inc.",18.46B,-0.35%,1089686,14.07B
RYAN,"Ryan Specialty Holdings, Inc.",17.92B,1.48%,1031723,2.32B
FDS,FactSet Research Systems Inc.,17.75B,-0.63%,191487,2.23B
SHG,"Shinhan Financial Group Co., Ltd.",17.34B,2.44%,101554,11.37B
SOFI,"SoFi Technologies, Inc.",16.75B,-0.71%,28359770,2.64B
EQH,"Equitable Holdings, Inc.",16.69B,-0.95%,2012917,10.79B
BSBR,Banco Santander (Brasil) S.A.,16.49B,0.67%,472270,8.67B
FNF,"Fidelity National Financial, Inc.",15.78B,0.03%,515670,13.53B
JEF,Jefferies Financial Group Inc.,15.40B,0.21%,1719126,7.01B
ARCC,Ares Capital Corporation,15.38B,0.04%,5515755,2.94B
RGA,"Reinsurance Group of America, Incorporated",14.93B,-0.56%,256825,21.87B
BAP,Credicorp Ltd.,14.79B,1.83%,155274,4.67B
EG,"Everest Group, Ltd.",14.69B,-1.03%,687418,17.16B
EWBC,"East West Bancorp, Inc.",14.07B,1.50%,565157,2.39B
MORN,"Morningstar, Inc.",13.97B,-0.37%,63021,2.22B
UNM,Unum Group,13.87B,-0.37%,1142312,12.89B
FUTU,Futu Holdings Limited,13.62B,6.22%,2431780,1.31B
CNA,CNA Financial Corporation,13.19B,-0.33%,148560,14.09B
BCH,Banco de Chile,12.70B,1.99%,104317,2.68B
HLI,"Houlihan Lokey, Inc.",12.64B,-0.23%,217345,2.24B
GGAL,Grupo Financiero Galicia S.A.,11.88B,0.37%,496437,4.43B
RNR,RenaissanceRe Holdings Ltd.,11.66B,0.08%,505638,11.77B
ALLY,Ally Financial Inc.,11.66B,0.18%,1623784,6.82B
SF,Stifel Financial Corp.,11.46B,-0.66%,477058,4.97B
EVR,Evercore Inc.,11.43B,-0.11%,383594,2.79B
AFG,"American Financial Group, Inc.",11.42B,-0.50%,388613,7.99B
FHN,First Horizon Corporation,11.41B,1.30%,4825723,3.04B
BEN,"Franklin Resources, Inc.",10.93B,0.43%,5523201,8.74B
SEIC,SEI Investments Company,10.93B,0.37%,472788,2.13B
AIZ,"Assurant, Inc.",10.88B,-0.11%,292606,11.76B
KNSL,"Kinsale Capital Group, Inc.",10.65B,1.55%,276491,1.53B
SSB,SouthState Corporation,10.64B,1.90%,357158,1.70B
AEG,Aegon Ltd.,10.33B,1.10%,3310797,13.64B
WBS,Webster Financial Corporation,10.32B,2.15%,476266,2.37B
GL,Globe Life Inc.,10.28B,-0.02%,591335,5.73B
BNT,Brookfield Wealth Solutions Ltd.,10.06B,-1.47%,12604,10.69B
BSAC,Banco Santander-Chile,9.91B,2.49%,229631,2.11B
CIB,Bancolombia S.A.,9.73B,0.74%,279606,5.14B
PRI,"Primerica, Inc.",9.72B,0.32%,94117,3.14B
UWMC,UWM Holdings Corporation,9.54B,1.53%,1002663,2.73B
PNFP,"Pinnacle Financial Partners, Inc.",9.47B,1.54%,451475,1.62B
WAL,Western Alliance Bancorporation,9.44B,2.61%,791875,3.02B
ORI,Old Republic International Corporation,9.10B,-0.33%,731084,8.23B
CBSH,"Commerce Bancshares, Inc.",9.05B,2.40%,457531,1.63B
HLNE,Hamilton Lane Incorporated,9.04B,2.15%,873153,691.66M
CMA,Comerica Incorporated,8.91B,2.84%,2302022,3.20B
CFR,"Cullen/Frost Bankers, Inc.",8.89B,2.02%,281934,2.00B
FRHC,Freedom Holding Corp.,8.67B,1.57%,51093,1.31B
WTFC,Wintrust Financial Corporation,8.59B,1.48%,259976,2.35B
ZION,"Zions Bancorporation, National Association",8.44B,1.46%,1073306,3.06B
UMBF,UMB Financial Corporation,8.34B,1.19%,872515,1.57B
IVZ,Invesco Ltd.,8.24B,0.27%,2063493,6.07B
MKTX,MarketAxess Holdings Inc.,8.19B,-0.40%,383299,811.94M
WF,Woori Financial Group Inc.,8.06B,1.50%,42880,7.57B
SNV,Synovus Financial Corp.,7.94B,2.14%,711510,1.85B
OBDC,Blue Owl Capital Corporation,7.71B,0.13%,4089705,1.61B
PB,"Prosperity Bancshares, Inc.",7.65B,2.18%,490522,1.18B
ONB,Old National Bancorp,7.61B,1.32%,3812932,1.76B
AXS,AXIS Capital Holdings Limited,7.56B,0.21%,433014,5.96B
STEP,StepStone Group Inc.,7.55B,-0.33%,304020,800.28M
XP,XP Inc.,7.52B,1.38%,4886536,2.92B
PJT,PJT Partners Inc.,7.16B,5.10%,646282,1.49B
BPOP,"Popular, Inc.",7.11B,1.42%,331703,2.68B
BOKF,BOK Financial Corporation,7.02B,1.30%,210073,2.03B
JHG,Janus Henderson Group plc,6.95B,-1.06%,1559240,2.47B
BMA,Banco Macro S.A.,6.94B,0.37%,203995,3.38B
RLI,RLI Corp.,6.92B,1.28%,544661,1.77B
JXN,Jackson Financial Inc.,6.68B,0.33%,455588,4.06B
COOP,Mr. Cooper Group Inc.,6.63B,0.63%,251700,1.98B
VOYA,"Voya Financial, Inc.",6.58B,-0.71%,1444155,8.05B
OMF,"OneMain Holdings, Inc.",6.55B,0.66%,786825,2.50B
FSK,FS KKR Capital Corp.,6.51B,0.09%,893805,1.76B
FAF,First American Financial Corporation,6.48B,0.21%,296703,5.87B
CADE,Cadence Bank,6.42B,1.89%,682957,1.72B
CRVL,CorVel Corporation,6.40B,7.47%,109409,871.31M
QFIN,"Qifu Technology, Inc.",6.36B,2.58%,863522,2.45B
MTG,MGIC Investment Corporation,6.36B,1.79%,2935308,1.21B
CACC,Credit Acceptance Corporation,6.25B,1.59%,85445,928.20M
VIRT,"Virtu Financial, Inc.",6.20B,0.60%,808802,2.22B
ESNT,Essent Group Ltd.,6.18B,1.38%,594064,1.18B
SLM,SLM Corporation,6.10B,3.57%,2726278,1.44B
HOMB,"Home Bancshares, Inc. (Conway, AR)",6.05B,1.77%,544508,969.28M
MARA,"MARA Holdings, Inc.",5.99B,-1.67%,22061506,598.75M
MC,Moelis & Company,5.95B,0.04%,1066782,970.70M
COLB,"Columbia Banking System, Inc.",5.88B,2.56%,1094720,1.82B
MAIN,Main Street Capital Corporation,5.84B,0.02%,379877,529.90M
VLY,Valley National Bancorp,5.78B,2.89%,8365062,1.52B
UPST,"Upstart Holdings, Inc.",5.77B,0.21%,2378459,604.94M
OZK,Bank OZK,5.77B,2.40%,966501,1.48B
LNC,Lincoln National Corporation,5.74B,-0.65%,815938,13.55B
GBCI,"Glacier Bancorp, Inc.",5.64B,2.34%,378725,804.77M
FNB,F.N.B. Corporation,5.61B,1.90%,1392961,1.52B
FG,"F&G Annuities & Life, Inc.",5.52B,-0.50%,48134,5.83B
THG,"The Hanover Insurance Group, Inc.",5.51B,-0.35%,274257,6.24B
AMG,"Affiliated Managers Group, Inc.",5.50B,-1.01%,232002,2.02B
FFIN,"First Financial Bankshares, Inc.",5.46B,3.38%,379061,536.91M
DNB,"Dun & Bradstreet Holdings, Inc.",5.43B,1.32%,2333260,2.38B
PFSI,"PennyMac Financial Services, Inc.",5.38B,3.13%,506373,2.03B
UBSI,"United Bankshares, Inc.",5.19B,2.31%,467381,1.01B
HWC,Hancock Whitney Corporation,5.18B,2.12%,351583,1.39B
ACT,"Enact Holdings, Inc.",5.16B,0.63%,363415,1.20B
PIPR,Piper Sandler Companies,5.15B,1.07%,80781,1.53B
SIGI,"Selective Insurance Group, Inc.",5.08B,0.87%,475685,4.86B
RDN,Radian Group Inc.,5.05B,0.83%,966337,1.30B
FCFS,"FirstCash Holdings, Inc.",5.04B,3.88%,242311,3.39B
BBAR,Banco BBVA Argentina S.A.,4.97B,-1.39%,473136,2.19B
SFBS,"ServisFirst Bancshares, Inc.",4.96B,3.04%,104645,460.13M
FLG,"Flagstar Financial, Inc.",4.93B,1.97%,5956097,1.62B
BWIN,"The Baldwin Insurance Group, Inc.",4.83B,0.20%,222815,1.34B
WTM,"White Mountains Insurance Group, Ltd.",4.83B,0.18%,9073,2.73B
ESGR,Enstar Group Limited,4.80B,0.09%,63715,1.07B
LAZ,"Lazard, Inc.",4.72B,-1.49%,772517,3.05B
AGO,Assured Guaranty Ltd.,4.71B,-0.18%,172808,867.00M
BGC,"BGC Group, Inc.",4.62B,0.52%,2284541,2.12B
ABCB,Ameris Bancorp,4.60B,4.16%,481583,1.08B
AB,AllianceBernstein Holding L.P.,4.44B,1.06%,416164,134.10M
CNS,"Cohen & Steers, Inc.",4.40B,-0.03%,234603,517.42M
VCTR,"Victory Capital Holdings, Inc.",4.25B,0.42%,219400,866.90M
KMPR,Kemper Corporation,4.23B,-0.42%,341015,4.64B
IBOC,International Bancshares Corporation,4.16B,2.88%,213021,799.36M
GBDC,"Golub Capital BDC, Inc.",4.14B,-0.38%,1146497,724.68M
RIOT,"Riot Platforms, Inc.",4.08B,2.50%,21020155,312.91M
CNO,"CNO Financial Group, Inc.",4.07B,-0.03%,484118,4.52B
ASB,Associated Banc-Corp,4.06B,1.31%,1294576,952.86M
AX,"Axos Financial, Inc.",4.06B,3.15%,325237,1.18B
NNI,"Nelnet, Inc.",4.04B,1.54%,28131,1.26B
BANF,BancFirst Corporation,4.00B,3.38%,93518,622.45M
UCB,"United Community Banks, Inc.",4.00B,2.89%,254844,901.17M
GSHD,"Goosehead Insurance, Inc",3.91B,-1.08%,133210,282.56M
TFSL,TFS Financial Corporation,3.82B,1.78%,319119,304.58M
EBC,"Eastern Bankshares, Inc.",3.76B,3.04%,858007,664.13M
TCBI,"Texas Capital Bancshares, Inc.",3.70B,3.66%,715563,865.35M
FULT,Fulton Financial Corporation,3.70B,2.84%,1161268,1.13B
APAM,Artisan Partners Asset Management Inc.,3.58B,1.92%,837402,1.11B
BHF,"Brighthouse Financial, Inc.",3.56B,-0.03%,923555,4.86B
CBU,"Community Financial System, Inc.",3.51B,3.48%,124014,723.53M
WU,The Western Union Company,3.51B,1.07%,9249039,4.21B
FHB,"First Hawaiian, Inc.",3.50B,0.44%,1130690,793.79M
IFS,Intercorp Financial Services Inc.,3.49B,2.04%,299199,1.11B
SNEX,StoneX Group Inc.,3.47B,-0.49%,114299,98.70B
HTGC,"Hercules Capital, Inc.",3.47B,-0.10%,721482,494.41M
AUB,Atlantic Union Bankshares Corporation,3.42B,3.14%,526696,767.33M
FIBK,"First Interstate BancSystem, Inc.",3.39B,2.17%,546622,931.90M
FBP,First BanCorp.,3.37B,2.52%,464622,878.28M
HGTY,"Hagerty, Inc.",3.36B,2.18%,63957,1.15B
WSFS,WSFS Financial Corporation,3.36B,3.09%,174655,984.95M
CATY,Cathay General Bancorp,3.34B,1.33%,273924,692.22M
WD,"Walker & Dunlop, Inc.",3.20B,0.69%,152932,986.07M
GNW,"Genworth Financial, Inc.",3.13B,1.11%,3756980,7.43B
AVAL,Grupo Aval Acciones y Valores S.A.,3.11B,4.96%,215428,2.75B
FHI,"Federated Hermes, Inc.",3.09B,0.79%,650565,1.63B
BUR,Burford Capital Limited,3.08B,1.66%,798238,1.28B
NMIH,"NMI Holdings, Inc.",3.07B,1.36%,339331,635.85M
CLSK,"CleanSpark, Inc.",3.04B,2.36%,17874661,378.97M
BKU,"BankUnited, Inc.",3.03B,1.91%,703751,958.35M
BOH,Bank of Hawaii Corporation,2.99B,2.55%,366138,627.96M
TBBK,"The Bancorp, Inc.",2.97B,2.00%,364096,495.38M
ENVA,"Enova International, Inc.",2.96B,1.89%,315135,1.24B
BFH,"Bread Financial Holdings, Inc.",2.96B,-4.64%,1344620,2.44B
CVBF,CVB Financial Corp.,2.91B,2.31%,417119,504.82M
INDB,Independent Bank Corp.,2.90B,2.88%,131612,653.49M
SFNC,Simmons First National Corporation,2.89B,3.09%,367281,701.26M
PLMR,"Palomar Holdings, Inc.",2.82B,-0.27%,102473,503.50M
PRK,Park National Corporation,2.75B,1.99%,33955,506.06M
MCY,Mercury General Corporation,2.73B,-0.68%,720686,5.47B
BANC,"Banc of California, Inc.",2.72B,2.29%,802585,960.39M
TOWN,TowneBank,2.70B,2.51%,128094,694.30M
FFBC,First Financial Bancorp.,2.70B,3.07%,329420,787.92M
MRX,Marex Group plc,2.57B,-1.23%,241483,1.54B
FRME,First Merchants Corporation,2.57B,0.57%,252979,610.99M
GCMG,GCM Grosvenor Inc.,2.55B,0.63%,505463,462.59M
PPBI,"Pacific Premier Bancorp, Inc.",2.52B,3.65%,451709,615.00M
FBK,FB Financial Corporation,2.47B,2.00%,53910,443.57M
WAFD,"WaFd, Inc.",2.47B,3.05%,275866,708.75M
RNST,Renasant Corporation,2.47B,1.81%,334397,706.53M
PFS,"Provident Financial Services, Inc.",2.46B,3.40%,953274,607.16M
BANR,Banner Corporation,2.44B,2.61%,134008,601.02M
LMND,"Lemonade, Inc.",2.43B,2.47%,1231822,492.50M
SBCF,Seacoast Banking Corporation of Florida,2.42B,2.81%,267119,499.14M
WSBC,"WesBanco, Inc.",2.36B,2.62%,618103,586.99M
TRMK,Trustmark Corporation,2.31B,2.38%,239914,532.32M
INTR,"Inter & Co, Inc.",2.30B,0.19%,1808398,767.73M
IREN,IREN Limited,2.29B,-,12340167,208.75M
SPNT,SiriusPoint Ltd.,2.28B,-,250033,2.61B
PWP,Perella Weinberg Partners,2.27B,2.87%,598647,864.77M
NBTB,NBT Bancorp Inc.,2.26B,2.62%,110215,557.34M
EFSC,Enterprise Financial Services Corp,2.24B,3.01%,148596,607.34M
SYBT,"Stock Yards Bancorp, Inc.",2.20B,2.70%,179394,342.55M
AGM,Federal Agricultural Mortgage Corporation,2.14B,0.90%,25620,347.66M
LU,Lufax Holding Ltd,2.11B,2.53%,3259010,4.67B
AGM.A,Federal Agricultural Mortgage Corporation,2.09B,-0.79%,145,347.66M
TSLX,"Sixth Street Specialty Lending, Inc.",2.09B,0.22%,208609,478.36M
CIFR,Cipher Mining Inc.,2.04B,-0.17%,6922249,152.47M
HUT,Hut 8 Corp.,2.02B,-0.32%,2805902,194.02M
HTH,Hilltop Holdings Inc.,2.01B,3.26%,456955,1.19B
TRUP,"Trupanion, Inc.",2.00B,0.81%,239812,1.24B
FINV,FinVolution Group,2.00B,2.53%,622958,1.84B
WULF,TeraWulf Inc.,1.98B,3.39%,31501401,128.35M
OFG,OFG Bancorp,1.97B,2.07%,200321,629.44M
CASH,"Pathward Financial, Inc.",1.92B,0.81%,157790,719.62M
MBIN,Merchants Bancorp,1.92B,2.84%,117041,646.45M
HG,"Hamilton Insurance Group, Ltd.",1.88B,-1.49%,459573,2.27B
SKWD,"Skyward Specialty Insurance Group, Inc.",1.87B,1.08%,888083,1.09B
FBNC,First Bancorp,1.85B,3.31%,105806,333.72M
PSEC,Prospect Capital Corporation,1.85B,-1.17%,4103777,821.73M
FIHL,Fidelis Insurance Holdings Limited,1.82B,-0.25%,182119,2.30B
PAX,Patria Investments Limited,1.81B,0.17%,729556,328.72M
CUBI,"Customers Bancorp, Inc.",1.80B,2.15%,314504,641.39M
TFIN,"Triumph Financial, Inc.",1.80B,1.46%,107794,397.10M
STC,Stewart Information Services Corporation,1.79B,-0.03%,71502,2.41B
NIC,"Nicolet Bankshares, Inc.",1.78B,2.92%,43896,346.48M
CHCO,City Holding Company,1.75B,2.13%,37048,291.75M
BBUC,Brookfield Business Corporation,1.73B,2.42%,51192,8.21B
FCF,First Commonwealth Financial Corporation,1.71B,3.11%,313138,448.50M
TWFG,"TWFG, Inc.",1.71B,2.86%,382213,194.21M
LKFN,Lakeland Financial Corporation,1.71B,1.15%,131959,236.77M
NWBI,"Northwest Bancshares, Inc.",1.68B,3.21%,957234,498.08M
NTB,The Bank of N.T. Butterfield & Son Limited,1.67B,2.97%,164584,573.10M
NBHC,National Bank Holdings Corporation,1.65B,1.60%,155262,399.86M
PX,"P10, Inc.",1.61B,-0.45%,200255,274.50M
LOB,"Live Oak Bancshares, Inc.",1.60B,2.65%,155251,402.94M
SUPV,Grupo Supervielle S.A.,1.60B,0.63%,704314,435.66M
SRCE,1st Source Corporation,1.58B,3.70%,65407,374.66M
CLBK,"Columbia Financial, Inc.",1.58B,2.10%,77904,165.43M
ROOT,"Root, Inc.",1.57B,-1.88%,397540,1.04B
HMN,Horace Mann Educators Corporation,1.55B,0.37%,154513,1.59B
SASR,"Sandy Spring Bancorp, Inc.",1.55B,3.51%,139684,392.25M
STEL,"Stellar Bancorp, Inc.",1.54B,3.03%,208558,433.92M
STBA,"S&T Bancorp, Inc.",1.54B,3.15%,141895,383.76M
GSBD,"Goldman Sachs BDC, Inc.",1.51B,0.23%,701930,445.94M
LC,LendingClub Corporation,1.49B,1.70%,2098745,1.16B
VBTX,"Veritex Holdings, Inc.",1.46B,2.79%,251774,405.54M
TCBK,TriCo Bancshares,1.46B,2.32%,49934,389.19M
NAVI,Navient Corporation,1.42B,1.85%,1336720,848.00M
HOPE,"Hope Bancorp, Inc.",1.41B,2.45%,624879,457.65M
DCOM,"Dime Community Bancshares, Inc.",1.40B,3.93%,123528,277.99M
BHLB,"Berkshire Hills Bancorp, Inc.",1.39B,3.32%,284101,376.00M
WT,"WisdomTree, Inc.",1.39B,-,1271882,427.74M
BUSE,First Busey Corporation,1.38B,2.48%,339813,453.70M
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",1.38B,0.72%,55169,279.78M
WABC,Westamerica Bancorporation,1.37B,2.31%,59969,293.25M
VRTS,"Virtus Investment Partners, Inc.",1.37B,-1.00%,26247,906.95M
CET,Central Securities Corporation,1.36B,0.17%,27649,23.37M
SEZL,Sezzle Inc.,1.35B,4.51%,87552,221.81M
TIGR,UP Fintech Holding Limited,1.35B,7.76%,9630043,277.35M
LX,LexinFintech Holdings Ltd.,1.32B,3.89%,1928212,2.00B
MFIC,MidCap Financial Investment Corporation,1.31B,-0.21%,343476,291.58M
QCRH,"QCR Holdings, Inc.",1.30B,1.42%,63309,330.22M
BY,"Byline Bancorp, Inc.",1.30B,1.95%,77625,379.86M
CCB,Coastal Financial Corporation,1.30B,-1.88%,138769,284.12M
OPFI,OppFi Inc.,1.29B,8.93%,2275577,260.66M
RBCAA,"Republic Bancorp, Inc.",1.29B,3.64%,22335,330.43M
HCI,"HCI Group, Inc.",1.29B,0.41%,48769,750.85M
OCSL,Oaktree Specialty Lending Corporation,1.28B,-2.76%,1666022,370.33M
NMFC,New Mountain Finance Corporation,1.25B,-0.68%,264957,373.51M
GABC,"German American Bancorp, Inc.",1.23B,1.05%,76105,250.48M
EIG,"Employers Holdings, Inc.",1.22B,0.57%,63801,889.80M
OBK,"Origin Bancorp, Inc.",1.21B,3.84%,161186,348.30M
FBMS,"The First Bancshares, Inc.",1.21B,1.99%,87429,280.24M
PFBC,Preferred Bank,1.21B,2.91%,48572,274.09M
BCSF,"Bain Capital Specialty Finance, Inc.",1.17B,-,197610,294.26M
ECPG,"Encore Capital Group, Inc.",1.17B,0.90%,82295,1.33B
SAFT,"Safety Insurance Group, Inc.",1.16B,-0.33%,25074,1.09B
PEBO,Peoples Bancorp Inc.,1.15B,2.55%,111228,423.28M
FSUN,FirstSun Capital Bancorp,1.14B,-0.02%,129170,359.15M
SII,Sprott Inc.,1.13B,2.48%,67794,194.38M
IGIC,International General Insurance Holdings Ltd.,1.12B,1.65%,68260,506.16M
BRKL,"Brookline Bancorp, Inc.",1.12B,3.81%,359855,333.56M
BOW,Bowhead Specialty Holdings Inc.,1.09B,2.25%,66874,389.14M
CSWC,Capital Southwest Corporation,1.09B,2.15%,1201277,198.46M
BBDC,"Barings BDC, Inc.",1.07B,0.10%,433938,291.39M
AMAL,Amalgamated Financial Corp.,1.05B,1.21%,183689,304.29M
OCFC,OceanFirst Financial Corp.,1.03B,1.90%,272667,375.23M
BFC,Bank First Corporation,1.02B,1.24%,8238,158.25M
TMP,Tompkins Financial Corporation,1.01B,1.53%,43185,292.62M
CNOB,"ConnectOne Bancorp, Inc.",1.01B,4.16%,187652,250.27M
PFC,Premier Financial Corp.,998.18M,2.43%,179995,249.70M
CTBI,"Community Trust Bancorp, Inc.",991.56M,3.74%,95247,237.61M
BRDG,Bridge Investment Group Holdings Inc.,968.67M,1.01%,87173,404.93M
SBSI,"Southside Bancshares, Inc.",966.05M,2.91%,82047,254.51M
BHRB,Burke & Herbert Financial Services Corp.,963.11M,1.74%,19506,237.73M
AMTB,Amerant Bancorp Inc.,962.09M,1.33%,155534,273.79M
